slug,category,menu_name,description,price,image
189492,Breakfast Beverages,BK Café Mocha Iced Coffee - Medium,Our BK Café Iced Coffee starts with 100% Arabica beans combined with silky cream and your choice of flavored syrup for a deliciously cool iced coffee experience.,2.15,tucson/images/189492/BKCaféMochaIcedCoffee-Medium_main.jpg
189492,Breakfast Sides,Hash Browns,"Make your morning sizzle with a small side of our signature crunchy, golden Hash Browns. Nutrition information reflects medium size.",2.39,tucson/images/189492/HashBrowns_main.jpg
189492,Breakfast Sides,Pancakes,"Fresh from the kitchen, three fluffy pancakes drizzled in sweet syrup.",2.29,tucson/images/189492/Pancakes_main.jpg
189639,Popular Items,Pick-your-Pair,"Pair two of your favorites: half sandwich, half salad or cup of soup",10.39,tucson/images/189639/Pick-your-Pair_main.jpg
189639,Popular Items,OREO® Cookie Shake,"Made with hand-scooped ice cream. OREO is a trademark of Mondelez International group, used under license.",5.19,tucson/images/189639/OREO®CookieShake_main.jpg
189639,Popular Items,Strawberry Shake,Made with hand-scooped ice cream,5.19,tucson/images/189639/StrawberryShake_main.jpg
189639,Popular Items,IBC Cream Soda,12 oz. Bottle,3.19,tucson/images/189639/IBCCreamSoda_main.jpg
189639,Sandwiches,BLTA,"Applewood smoked bacon, fresh-sliced avocado, mayo, lettuce and tomato, on perfectly toasted regular bread",,tucson/images/189639/BLTA_main.jpg
189639,Sandwiches,Turkey Club,"All-natural, hand-pulled, slow-roasted turkey with bacon and cheddar cheese toasted and then topped with fresh lettuce, tomato and mayo on regular",,tucson/images/189639/TurkeyClub_main.jpg
189639,Sandwiches,Grilled Chicken,"All-natural chicken breast hand-sliced with melted cheddar cheese toasted and then topped with fresh lettuce, tomato and mayo on regular",,tucson/images/189639/GrilledChicken_main.jpg
189639,Sandwiches,A Wreck®,"Our signature sandwich! Angus roast beef, oven roasted turkey, hickory smoked ham and salami with melted Swiss cheese toasted and then topped with fresh lettuce, tomato and mayo on regular",,tucson/images/189639/AWreck®_main.jpg
189639,Sandwiches,Turkey Breast,"Hand-sliced turkey breast with melted Swiss cheese toasted and then topped with fresh lettuce, tomato and mayo on multigrain",,tucson/images/189639/TurkeyBreast_main.jpg
189639,Sandwiches,Italian,"Authentic capicola, salami, mortadella, and pepperoni with provolone cheese toasted and then topped with fresh lettuce, tomato, mayo and Italian seasoning on regular",,tucson/images/189639/Italian_main.jpg
189639,Sandwiches,Mediterranean,"Zippy hummus and feta cheese toasted and then topped with artichoke hearts, crisp cucumbers and roasted red peppers on multigrain",,tucson/images/189639/Mediterranean_main.jpg
189639,Sandwiches,Mediterranean Chicken,"All-natural chicken breast with zippy hummus and feta cheese, toasted and then topped with artichoke hearts, crisp cucumbers and roasted red peppers on multigrain",,tucson/images/189639/MediterraneanChicken_main.jpg
189639,Sandwiches,Smoked Ham,"Hand-sliced hickory smoked ham with Swiss cheese toasted and then topped with fresh lettuce, tomato and mayo on regular",,tucson/images/189639/SmokedHam_main.jpg
189639,Sandwiches,Roast Beef,"Thin-sliced Angus roast beef with provolone cheese toasted and then topped with fresh lettuce, tomato and mayo on regular",,tucson/images/189639/RoastBeef_main.jpg
189639,Sandwiches,Chicken Salad,"Freshly made chicken salad with just the right amount of celery, mayo and pepper topped with melted provolone cheese toasted and then topped with fresh lettuce and tomato on multigrain",,tucson/images/189639/ChickenSalad_main.jpg
189639,Sandwiches,Tuna Salad,100% Albacore tuna with Swiss cheese toasted and then topped with fresh lettuce and tomato on multigrain,,tucson/images/189639/TunaSalad_main.jpg
189639,Sandwiches,Meatball,Meatballs with just the right amount of marinara sauce and melted provolone cheese toasted on regular,,tucson/images/189639/Meatball_main.jpg
189639,Sandwiches,Pizza Sandwich,"Pizza the Potbelly Way! Meatball, capicola, and pepperoni with marinara sauce, melted provolone cheese, mushrooms toasted and then topped with Italian seasoning on regular",,tucson/images/189639/PizzaSandwich_main.jpg
189639,Sandwiches,Vegetarian,"Cheddar, provolone, swiss and mushrooms toasted and then topped with mayo, lettuce and tomatoes on regular",,tucson/images/189639/Vegetarian_main.jpg
189639,Sandwiches,Skinny Mushroom Melt,"Mushrooms with melted Swiss, provolone and cheddar cheese toasted and then topped with fresh lettuce and tomato on regular. 1/3 less meat and cheese than an original sandwich",,
189639,Sandwiches,Skinny Hammie,Hickory smoked ham with melted Swiss cheese toasted and then topped with fresh lettuce and tomato on regular. 1/3 less meat and cheese than an original sandwich,,
189639,Sandwiches,Skinny T-K-Y,Hand-sliced turkey breast with melted Swiss cheese toasted and then topped with fresh lettuce and tomato on multigrain. 1/3 less meat and cheese than an original sandwich,,
189639,Salads,Farmhouse,"All-natural grilled chicken breast, bacon, crumbled blue cheese, red onion, hard-boiled egg, cucumbers, tomatoes, served on a bed of romaine & field greens",,tucson/images/189639/Farmhouse_main.jpg
189639,Salads,Uptown,"All-natural grilled chicken breast, crumbled blue cheese, red grapes, apples, dried cranberries, candied walnuts and diced red onion served on a bed of romaine & field greens",,tucson/images/189639/Uptown_main.jpg
189639,Salads,Powerhouse,"All-natural grilled chicken breast, fresh avocado, zippy hummus, hard-boiled egg, crisp cucumber and grape tomatoes served on a bed of romaine & field greens",,tucson/images/189639/Powerhouse_main.jpg
189639,Salads,Mediterranean,"All-natural grilled chicken breast, artichoke hearts, chickpeas, roasted red peppers, crisp cucumbers, diced red onion, tomatoes, crumbled feta cheese and Italian seasoning served on a bed of romaine & field greens",,tucson/images/189639/Mediterranean_main.jpg
189639,Salads,Chicken Salad Salad,"Freshly made chicken salad, provolone cheese, dried cranberries, crisp cucumbers and grape tomatoes served on a bed of romaine & field greens",,tucson/images/189639/ChickenSaladSalad_main.jpg
189639,Salads,A Wreck® Salad,"Hand-sliced turkey breast, hickory smoked ham, salami, Angus roast beef, Swiss and crumbled blue cheese, hard-boiled egg, crisp cucumbers and grape tomatoes served on a bed of romaine & field greens",,tucson/images/189639/AWreck®Salad_main.jpg
189639,Pick-your-Pair,Pick-your-Pair,"Pair two of your favorites: half sandwich, half salad or cup of soup",10.39,tucson/images/189639/Pick-your-Pair_main.jpg
189639,Mac & Soups,Craft Your Own Mac & Cheese,"Creamy, three-cheese mac and cheese with your choice of 2 premium toppings including bacon, chili, Potbelly hot peppers, mushrooms or roasted red peppers",,tucson/images/189639/CraftYourOwnMac&Cheese_main.jpg
189639,Mac & Soups,Chili,"Hearty beef chili with kidney beans, bell peppers and onions",,tucson/images/189639/Chili_main.jpg
189639,Mac & Soups,Broccoli Cheddar,Creamy cheese soup with tender pieces of broccoli and carrots,,tucson/images/189639/BroccoliCheddar_main.jpg
189639,Mac & Soups,Chicken Enchilada,"All-natural chicken breast, sweet corn and tangy peppers in a slightly spicy broth",,tucson/images/189639/ChickenEnchilada_main.jpg
189639,Mac & Soups,Garden Vegetable,"Beans, carrots, celery, corn, mushrooms, onions, peppers, potatoes and zucchini in a light tomato broth",,tucson/images/189639/GardenVegetable_main.jpg
189639,Mac & Soups,Loaded Baked Potato,"Hearty potato soup with bacon, cheddar cheese and green onion",,tucson/images/189639/LoadedBakedPotato_main.jpg
189639,Mac & Soups,Classic Tomato,"Rich, classic tomato soup with basil",,tucson/images/189639/ClassicTomato_main.jpg
189639,Sides & Chips,Zapp's Regular Chips,,1.79,tucson/images/189639/Zapp_sRegularChips_main.jpg
189639,Sides & Chips,Zapp's Salt & Vinegar Chips,,1.79,tucson/images/189639/Zapp_sSalt&VinegarChips_main.jpg
189639,Sides & Chips,Baked Lay's,,1.79,tucson/images/189639/BakedLay_s_main.jpg
189639,Sides & Chips,Classic Lay's,,1.79,tucson/images/189639/ClassicLay_s_main.jpg
189639,Sides & Chips,Doritos Cool Ranch,,1.79,tucson/images/189639/DoritosCoolRanch_main.jpg
189639,Sides & Chips,Doritos Nacho Cheese,,1.79,tucson/images/189639/DoritosNachoCheese_main.jpg
189639,Sides & Chips,Zapp's Hotter 'N Hot Jalapeño Chips,,1.79,
189639,Sides & Chips,Zapp's VooDoo Heat Chips,,1.79,tucson/images/189639/Zapp_sVooDooHeatChips_main.jpg
189639,Sides & Chips,Sun Chips Harvest Cheddar,,1.79,tucson/images/189639/SunChipsHarvestCheddar_main.jpg
189639,Sides & Chips,Potbelly Whole Pickle,,1.29,tucson/images/189639/PotbellyWholePickle_main.jpg
189639,Desserts & Shakes,Oatmeal Chocolate Chip Cookie,A Potbelly favorite!  Freshly baked oatmeal chocolate chip cookie,2.09,tucson/images/189639/OatmealChocolateChipCookie_main.jpg
189639,Desserts & Shakes,Sugar Cookie,Freshly baked sugar cookie,2.09,tucson/images/189639/SugarCookie_main.jpg
189639,Desserts & Shakes,Chocolate Brownie Cookie,Freshly baked sugar cookie,2.09,tucson/images/189639/ChocolateBrownieCookie_main.jpg
189639,Desserts & Shakes,Dream Bar,"Rich, chocolatey oatmeal bar with sweet caramel",2.19,tucson/images/189639/DreamBar_main.jpg
189639,Desserts & Shakes,Bag of Mini Cookies,Dozen mini oatmeal chocolate chip cookies,5.19,tucson/images/189639/BagofMiniCookies_main.jpg
189639,Desserts & Shakes,Strawberry Shake,Made with hand-scooped ice cream,5.19,tucson/images/189639/StrawberryShake_main.jpg
189639,Desserts & Shakes,Chocolate Shake,Made with hand-scooped ice cream,5.19,tucson/images/189639/ChocolateShake_main.jpg
189639,Desserts & Shakes,Vanilla Shake,Made with hand-scooped ice cream,5.19,tucson/images/189639/VanillaShake_main.jpg
189639,Desserts & Shakes,OREO® Cookie Shake,"Made with hand-scooped ice cream. OREO is a trademark of Mondelez International group, used under license.",5.19,tucson/images/189639/OREO®CookieShake_main.jpg
189639,Drinks,Coke,20 oz. Bottle,3.19,tucson/images/189639/Coke_main.jpg
189639,Drinks,Diet Coke,20 oz. Bottle,3.19,tucson/images/189639/DietCoke_main.jpg
189639,Drinks,Sprite,20 oz. Bottle,3.19,tucson/images/189639/Sprite_main.jpg
189639,Drinks,Coke Zero Sugar,20 oz. Bottle,3.19,tucson/images/189639/CokeZeroSugar_main.jpg
189639,Drinks,Cherry Coke,20 oz. Bottle,3.19,tucson/images/189639/CherryCoke_main.jpg
189639,Drinks,Honest Organic Honey Green Tea,16.9 oz. Bottle,3.29,tucson/images/189639/HonestOrganicHoneyGreenTea_main.jpg
189639,Drinks,Vitamin Water XXX Acai Blue Pom,20 oz. Bottle,3.39,tucson/images/189639/VitaminWaterXXXAcaiBluePom_main.jpg
189639,Drinks,Vitamin Water Squeezed Lemonade,20 oz. Bottle,3.39,tucson/images/189639/VitaminWaterSqueezedLemonade_main.jpg
189639,Drinks,Powerade Mountain Berry Blast,20 oz. Bottle,3.29,tucson/images/189639/PoweradeMountainBerryBlast_main.jpg
189639,Drinks,Smartwater,20 oz. Bottle,3.59,tucson/images/189639/Smartwater_main.jpg
189639,Drinks,Bottled Water,20 oz. Bottle,,tucson/images/189639/BottledWater_main.jpg
189639,Drinks,Arizona Tea,16 oz. Bottle,3.19,tucson/images/189639/ArizonaTea_main.jpg
189639,Drinks,Crush,12 oz. Bottle,2.89,tucson/images/189639/Crush_main.jpg
189639,Drinks,Diet Snapple Half & Half,16 oz. Bottle,3.29,tucson/images/189639/DietSnappleHalf&Half_main.jpg
189639,Drinks,IBC Root Beer,12 oz. Bottle,3.19,tucson/images/189639/IBCRootBeer_main.jpg
189639,Drinks,IBC Cream Soda,12 oz. Bottle,3.19,tucson/images/189639/IBCCreamSoda_main.jpg
189639,Drinks,Nantucket Nectars Lemonade,16 oz. Bottle,3.39,tucson/images/189639/NantucketNectarsLemonade_main.jpg
189639,Drinks,Nantucket Nectars Orange Mango,16 oz. Bottle,3.39,tucson/images/189639/NantucketNectarsOrangeMango_main.jpg
189639,Drinks,San Pellegrino,16.9 oz. Bottle,3.29,tucson/images/189639/SanPellegrino_main.jpg
189639,Drinks,San Pellegrino Blood Orange,11.5 oz Can,3.29,tucson/images/189639/SanPellegrinoBloodOrange_main.jpg
337291,Popular Items,One Dozen Cheddar Bay Biscuits®,"All entrées come with two warm, house-made Cheddar Bay Biscuits. Not enough? Order extra here.
1940 Cal",5.59,tucson/images/337291/OneDozenCheddarBayBiscuits®_main.jpg
337291,Popular Items,Ultimate Feast®,"Tender Maine lobster tail, wild-caught North American snow crab legs, our signature hand-crafted garlic shrimp scampi and Walt's Favorite Shrimp. Served with rice and choice of side.
1070 Cal",34.69,tucson/images/337291/UltimateFeast®_main.jpg
337291,Popular Items,Create Your Own Combination - Choose Any Two,"Served with choice of two sides.
500 Cal - 1420 Cal",20.99,tucson/images/337291/CreateYourOwnCombination-ChooseAnyTwo_main.jpg
337291,Popular Items,Vanilla Bean Cheesecake,"Layered with sweet Italian cream on a vanilla cookie crust, with vanilla bean-infused whipped cream and white chocolate shavings.
700 Cal",8.39,tucson/images/337291/VanillaBeanCheesecake_main.jpg
337291,Popular Items,Create Your Own Combination - Choose Any Three,"Served with choice of two sides.
750 Cal - 2130 Cal",25.79,tucson/images/337291/CreateYourOwnCombination-ChooseAnyThree_main.jpg
337291,Popular Items,Seafood-Stuffed Mushrooms,"Signature seafood stuffing and Monterey Jack cheese.
390 Cal",11.09,tucson/images/337291/Seafood-StuffedMushrooms_main.jpg
337291,Popular Items,Seaside Shrimp Trio,"A generous sampling of Walt's Favorite Shrimp, hand-crafted garlic shrimp scampi and creamy shrimp linguini Alfredo. Served with choice of two sides.
1500 Cal",22.09,tucson/images/337291/SeasideShrimpTrio_main.jpg
337291,Popular Items,Chocolate Wave,"Layers of warm, decadent chocolate cake and creamy fudge frosting. Served with vanilla ice cream and rich chocolate sauce.
1110 Cal",8.39,tucson/images/337291/ChocolateWave_main.jpg
337291,Popular Items,Chicken Fingers,"Served with choice of side.
620 Cal",6.89,tucson/images/337291/ChickenFingers_main.jpg
337291,Popular Items,New England Clam Chowder - Bowl,470 Cal,6.89,tucson/images/337291/NewEnglandClamChowder-Bowl_main.jpg
337291,Family Meal Deals,Shrimp Linguini Alfredo Family Meal,"A family-size serving of Shrimp Linguini Alfredo served with eight Cheddar Bay Biscuits®.
4170 Cal",29.39,tucson/images/337291/ShrimpLinguiniAlfredoFamilyMeal_main.jpg
337291,Family Meal Deals,Cajun Chicken Linguini Alfredo Family Meal,"A family-size serving of Cajun Chicken Linguini Alfredo served with eight Cheddar Bay Biscuits®.
4660 Cal",29.39,tucson/images/337291/CajunChickenLinguiniAlfredoFamilyMeal_main.jpg
337291,Family Meal Deals,Create Your Own Family Feast,"Your choice of three seafood favorites and two family-style sides. Includes 8 Cheddar Bay Biscuits®. Serves 4.
3270 Cal - 8190 Cal",51.49,tucson/images/337291/CreateYourOwnFamilyFeast_main.jpg
337291,Family Meal Deals,Seaside Shrimp Trio Family Feast,"Walt's Favorite Shrimp, hand-crafted garlic shrimp scampi and creamy shrimp linguini Alfredo. Served with two family-style sides and 8 Cheddar Bay Biscuits®. Serves 4.
6160 Cal",54.59,
337291,Family Meal Deals,Ultimate Family Feast™,"Tender Maine lobster tails, wild-caught North American snow crab legs, our signature hand-crafted garlic shrimp scampi and Walt's Favorite Shrimp. Served with two family-style sides and 8 Cheddar Bay Biscuits®. Serves 4.
5410 Cal",122.89,tucson/images/337291/UltimateFamilyFeast™_main.jpg
337291,Family Meal Deals,Admiral's Family Feast,"Walt's Favorite Shrimp, bay scallops, clam strips and wild-caught whitefish, all fried to a golden brown. Served with two family-style sides and 8 Cheddar Bay Biscuits®. Serves 4.
6400 Cal",48.29,tucson/images/337291/Admiral_sFamilyFeast_main.jpg
337291,Family Meal Deals,Shrimp Scampi Family Meal,"Our signature hand-crafted garlic shrimp scampi served with two family-size sides and eight Cheddar Bay Biscuits®. Serves 4.
2930 Cal",39.89,tucson/images/337291/ShrimpScampiFamilyMeal_main.jpg
337291,Family Meal Deals,Walt's Favorite Shrimp Family Meal,"Walt's Favorite Shrimp served with cocktail sauce, two family-size sides and eight Cheddar Bay Biscuits®. Serves 4.
2890 Cal",39.89,tucson/images/337291/Walt_sFavoriteShrimpFamilyMeal_main.jpg
337291,Family Meal Deals,Parrot Isle Jumbo Coconut Shrimp Family Meal,"Parrot Isle Jumbo Coconut Shrimp served with our signature piña colada sauce, two family-size sides and eight Cheddar Bay Biscuits®. Serves 4.
4480 Cal",39.89,tucson/images/337291/ParrotIsleJumboCoconutShrimpFamilyMeal_main.jpg
337291,Family Meal Deals,Crab Linguini Alfredo Family Meal,"A family-size serving of Crab Linguini Alfredo served with eight Cheddar Bay Biscuits®.
4360 Cal",40.99,tucson/images/337291/CrabLinguiniAlfredoFamilyMeal_main.jpg
337291,Family Meal Deals,Fish Fry Family Meal,"Golden-fried, wild-caught whitefish served with tartar sauce, two family-size sides and eight Cheddar Bay Biscuits®. Serves 4.
4010 Cal",32.59,tucson/images/337291/FishFryFamilyMeal_main.jpg
337291,Family Meal Deals,Chicken Breast Strip Family Meal,"Crispy chicken breast strips served with honey mustard, two family-size sides and eight Cheddar Bay Biscuits®. Serves 4.
4980 Cal",32.59,tucson/images/337291/ChickenBreastStripFamilyMeal_main.jpg
337291,Party Platters,Signature Jumbo Shrimp Cocktail Platter (1¼ lb),"Served with cocktail sauce and lemons.
500 Cal",30.49,
337291,Party Platters,Signature Jumbo Shrimp Cocktail Platter (2 lb),"Served with cocktail sauce and lemons.
800 Cal",37.79,
337291,Party Platters,Parrot Isle Jumbo Coconut Shrimp Platter,"Hand-dipped, tossed in flaky coconut and fried golden brown. Served with piña colada sauce.
2870 Cal",30.49,tucson/images/337291/ParrotIsleJumboCoconutShrimpPlatter_main.jpg
337291,Party Platters,Walt's Favorite Shrimp Platter,"Served with cocktail sauce.
1290 Cal",23.09,tucson/images/337291/Walt_sFavoriteShrimpPlatter_main.jpg
337291,Party Platters,Chicken Breast Strips Platter,"Golden-fried chicken breast strips. Served with honey mustard.
3920 Cal",22.59,tucson/images/337291/ChickenBreastStripsPlatter_main.jpg
337291,Party Platters,Crunchy Popcorn Shrimp Platter (2 1/4 lb),"Bite-sized shrimp fried until golden brown. Served with cocktail sauce.
2500 Cal",29.39,tucson/images/337291/CrunchyPopcornShrimpPlatter(214lb)_main.jpg
337291,Party Platters,Mozzarella Cheesesticks Platter,"Served with marinara sauce.
1550 Cal",13.69,tucson/images/337291/MozzarellaCheesesticksPlatter_main.jpg
337291,Party Platters,Whole Desserts,"Choose from Chocolate Wave, Vanilla Bean Cheesecake, Key Lime Pie or Triple-Chocolate Brownie.
5830 Cal - 13020 Cal",,tucson/images/337291/WholeDesserts_main.jpg
337291,Party Platters,Family New England Clam Chowder (serves 6),1390 Cal,12.59,tucson/images/337291/FamilyNewEnglandClamChowder(serves6)_main.jpg
337291,Party Platters,Family Lobster Bisque (serves 6),1710 Cal,15.79,tucson/images/337291/FamilyLobsterBisque(serves6)_main.jpg
337291,Starters,NEW! Housemade Crab Cakes,"Jumbo lump crabmeat and brioche crumb. Pan-seared and served with remoulade.
550 Cal",13.19,tucson/images/337291/NEW!HousemadeCrabCakes_main.jpg
337291,Starters,NEW! Bacon-Wrapped Sea Scallops,"Sea scallops wrapped in crispy bacon.
340 Cal",11.09,
337291,Starters,Lobster and Langostino Pizza,"Maine lobster meat, langostino, Norway lobster,
melted mozzarella, fresh tomatoes and sweet
basil.
700 Cal",13.69,tucson/images/337291/LobsterandLangostinoPizza_main.jpg
337291,Starters,Signature Jumbo Shrimp Cocktail,"Served chilled with our classic cocktail sauce.
130 Cal",10.49,tucson/images/337291/SignatureJumboShrimpCocktail_main.jpg
337291,Starters,Parrot Isle Jumbo Coconut Shrimp Appetizer,"Dunk in our signature piña colada sauce.
610 Cal",11.59,tucson/images/337291/ParrotIsleJumboCoconutShrimpAppetizer_main.jpg
337291,Starters,Langostino Lobster-Artichoke-and-Seafood Dip,"Langostino and Norway lobster, seafood, artichokes
and spinach in a three-cheese blend. Served with
tortilla chips and house-made pico de gallo.
1190 Cal",11.59,tucson/images/337291/LangostinoLobster-Artichoke-and-SeafoodDip_main.jpg
337291,Starters,NEW! Crab-Stuffed Shrimp Rangoon,"Crispy, crab-stuffed shrimp with sweet chili sauce.
660 Cal",11.09,tucson/images/337291/NEW!Crab-StuffedShrimpRangoon_main.jpg
337291,Starters,White Wine and Roasted-Garlic Mussels,"Roasted tomatoes and green onions. Served with grilled artisan bread.
880 Cal",12.59,tucson/images/337291/WhiteWineandRoasted-GarlicMussels_main.jpg
337291,Starters,Mozzarella Cheesesticks,"Served with marinara.
700 Cal",8.99,tucson/images/337291/MozzarellaCheesesticks_main.jpg
337291,Starters,Seafood-Stuffed Mushrooms,"Signature seafood stuffing and Monterey Jack cheese.
390 Cal",11.09,tucson/images/337291/Seafood-StuffedMushrooms_main.jpg
337291,Feasts,NEW! Ultimate Surf & Turf**,"A 6 oz. filet mignon**, butter-poached Maine lobster tail and bacon-wrapped sea scallops. Served with choice of two sides.
850 Cal",40.99,
337291,Feasts,Ultimate Feast®,"Tender Maine lobster tail, wild-caught North American snow crab legs, our signature hand-crafted garlic shrimp scampi and Walt's Favorite Shrimp. Served with rice and choice of side.
1070 Cal",34.69,tucson/images/337291/UltimateFeast®_main.jpg
337291,Feasts,Seaside Shrimp Trio,"A generous sampling of Walt's Favorite Shrimp, hand-crafted garlic shrimp scampi and creamy shrimp linguini Alfredo. Served with choice of two sides.
1500 Cal",22.09,tucson/images/337291/SeasideShrimpTrio_main.jpg
337291,Feasts,Admiral's Feast,"Walt's Favorite Shrimp, bay scallops, clam strips and wild-caught whitefish, all fried to a golden brown. Served with choice of two sides.
1570 Cal",22.09,tucson/images/337291/Admiral_sFeast_main.jpg
171032,Popular Items,Crab Puff,Eight pieces.,4.99,
171032,Popular Items,Sesame Chicken,,12.99,tucson/images/171032/SesameChicken_main.jpg
171032,Popular Items,House Pad Thai,"Shrimp, chicken, and pork.",13.99,tucson/images/171032/HousePadThai_main.jpg
171032,Popular Items,Orange Chicken,,11.99,
171032,Popular Items,Mongolian Beef,Spicy.,12.99,
171032,Popular Items,Pork Dumpling,Six pieces.,7.99,
171032,Popular Items,House Special Lo Mein,"Shrimp, chicken, and BBQ pork.",11.99,
171032,Popular Items,Snow Smoothie,,3.99,
171032,Popular Items,Chicken Fried Rice,,10.99,
171032,Popular Items,Vegetable Lo Mein,,9.99,
171032,Standard Menu Appetizers,Egg Roll,Two pieces.,2.99,
171032,Standard Menu Appetizers,Fried Wonton,Eight pieces.,4.99,
171032,Standard Menu Appetizers,Fried Shrimp,Six pieces.,8.99,
171032,Standard Menu Appetizers,Sliced BBQ Pork,,7.99,
171032,Standard Menu Appetizers,Pork Dumpling,Six pieces.,7.99,
171032,Standard Menu Appetizers,Crab Puff,Eight pieces.,4.99,
171032,Standard Menu Appetizers,Guilin Chicken Wings,Eight pieces.,10.99,
171032,Standard Menu Appetizers,BBQ Pork Ribs,Four pieces.,10.99,
171032,Standard Menu Appetizers,Meat Combination Appetizer,"Two egg rolls, two fried shrimp, two BBQ ribs, two crab puffs, and two fried wontons.",12.99,tucson/images/171032/MeatCombinationAppetizer_main.jpg
171032,Soups,Egg Drop Soup,,2.99,
171032,Soups,Broccoli & Chicken Soup,Large only.,9.99,
171032,Soups,War Wonton Soup,"Large only. Shrimp, chicken, and bbq pork.",11.99,
171032,Soups,Hot & Sour Soup,,2.99,
171032,Soups,Wonton Soup with BBQ Pork,Large only.,9.99,
171032,Soups,Meat Sizzling Rice Soup,"Large only. Shrimp, chicken, and bbq pork.",11.99,
171032,Chef's Specials,Spicy Salt Calamari,Spicy.,15.99,
171032,Chef's Specials,Spicy Thai Sauce Chicken,Spicy.,13.99,
171032,Chef's Specials,House Pad Thai,"Shrimp, chicken, and pork.",13.99,tucson/images/171032/HousePadThai_main.jpg
171032,Chef's Specials,Szechuan Fish,In house special spicy sauce.,15.99,
171032,Chef's Specials,Seafood Delight,"Shrimp, scallops, calamari and mixed vegetable.",15.99,
171032,Chef's Specials,Sweet & Sour Combo,"Shrimp, chicken, and pork.",15.99,
171032,Chef's Specials,Walnut Chicken,,14.99,
171032,Chef's Specials,Pad Thai,"Choice of pork, chicken or tofu.",13.99,
171032,Chef's Specials,Guilin Special Boneless Duck,,15.99,
171032,Chef's Specials,House Chop Suey,Shrimp or chicken and pork.,14.99,
171032,Chef's Specials,Spicy Mongolian Combo,"Shrimp, chicken, and beef.",15.99,tucson/images/171032/SpicyMongolianCombo_main.jpg
171032,Chef's Specials,House Egg Foo Young,"Shrimp, chicken, and pork.",14.99,
171032,Beef,Mongolian Beef,Spicy.,12.99,
171032,Beef,Beef with Mixed Vegetable,,12.99,
171032,Beef,Green Pepper Beef,,12.99,
171032,Beef,Beef Chop Suey,,12.99,
171032,Beef,Moo Shu Beef,,12.99,
171032,Beef,Broccoli Beef,,12.99,
171032,Beef,Hunan Beef,Spicy.,12.99,
171032,Beef,Beef with 2 Mushrooms,,12.99,
171032,Beef,Tomato Beef,,12.99,
171032,Chicken,Kung Pao Chicken,Spicy.,11.99,
171032,Chicken,Almond Chicken,,11.99,
171032,Chicken,Lemon Chicken,,11.99,
171032,Chicken,Sweet & Sour Chicken,,11.99,
171032,Chicken,Garlic Chicken,,11.99,
171032,Chicken,General Tso's Chicken,Spicy.,11.99,
171032,Chicken,Mongolian Chicken,Spicy.,11.99,
171032,Chicken,Chicken with Black Bean Sauce,,11.99,
171032,Chicken,Teriyaki Chicken,,12.99,
171032,Chicken,Moo Goo Gai Pan,,11.99,
171032,Chicken,Cashew Chicken,,11.99,
171032,Chicken,Orange Chicken,,11.99,
171032,Chicken,Broccoli Chicken,,11.99,
171032,Chicken,Hunan Chicken,Spicy.,11.99,
171032,Chicken,Moo Shu Chicken,,11.99,
171032,Chicken,Chicken Egg Foo Young,,11.99,
171032,Chicken,Sesame Chicken,,12.99,tucson/images/171032/SesameChicken_main.jpg
171032,Pork,Twice Cooked Pork,Spicy.,11.99,
171032,Pork,Moo Shu Pork,,11.99,
171032,Pork,Pork with 2 Mushrooms,,11.99,
171032,Pork,Pork with Mixed Vegetable,,11.99,
171032,Pork,Dry Sauteed Pork Chops in Spiced Salt,,12.99,
171032,Pork,Hunan Pork,Spicy.,11.99,
171032,Pork,Pork Chop Suey,,11.99,
171032,Pork,Sweet & Sour Pork,,11.99,
171032,Pork,Peking Style Pork Chops,Juicy. Spicy.,12.99,
171032,Shrimp,Mongolian Shrimp,Spicy.,13.99,
171032,Shrimp,Sweet & Sour Shrimp,,13.99,
171032,Shrimp,Cashew Shrimp,,13.99,
171032,Shrimp,Curry Shrimp,,13.99,
171032,Shrimp,Broccoli Shrimp,,13.99,
171032,Shrimp,Shrimp Egg Foo Young,,13.99,
171032,Shrimp,Shrimp with Mixed Vegetable,,13.99,
171032,Shrimp,Walnut Shrimp,,15.99,
171032,Shrimp,Thai Style Shrimp,Spicy.,15.99,
171032,Shrimp,Kung Pao Shrimp,Spicy.,13.99,
171032,Shrimp,Almond Shrimp,,13.99,
171032,Shrimp,Hunan Shrimp,Spicy.,13.99,
171032,Shrimp,Moo Shu Shrimp,,13.99,
171032,Shrimp,Shrimp Chop Suey,,13.99,
171032,Shrimp,Shrimp with Black Bean Sauce,,13.99,
171032,Shrimp,Shrimp with Lobster Sauce,,13.99,
171032,Shrimp,Dry Sauteed Shrimp in Spiced Salt,,15.99,
171032,Shrimp,Thai Style Fish,Spicy.,15.99,tucson/images/171032/ThaiStyleFish_main.jpg
171032,Noodles,House Special Lo Mein,"Shrimp, chicken, and BBQ pork.",11.99,
171032,Noodles,Beef Lo Mein,,10.99,
171032,Noodles,BBQ Pork Lo Mein,,10.99,
171032,Noodles,Shrimp Lo Mein,,11.99,
171032,Noodles,Chicken Lo Mein,,10.99,
171032,Noodles,Vegetable Lo Mein,,9.99,
171032,Fried Rice,House Special Fried Rice,"Shrimp, chicken, and bbq pork.",11.99,
171032,Fried Rice,Beef Fried Rice,,10.99,
171032,Fried Rice,BBQ Pork Fried Rice,,10.99,
